OPR_DT,OPR_HR,OPR_INTERVAL,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,TRADING_HUB,RENEWABLE_TYPE,LABEL,XML_DATA_ITEM,MARKET_RUN_ID_POS,RENEW_POS,MW,MARKET_RUN_ID,GROUP
2024-04-09,13,0,2024-04-09T19:00:00-00:00,2024-04-09T20:00:00-00:00,ZP26,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,0.46392,ACTUAL,6
2024-04-09,2,0,2024-04-09T08:00:00-00:00,2024-04-09T09:00:00-00:00,ZP26,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,46.85414,ACTUAL,6
2024-04-09,12,0,2024-04-09T18:00:00-00:00,2024-04-09T19:00:00-00:00,ZP26,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,1.21043,ACTUAL,6
2024-04-09,9,0,2024-04-09T15:00:00-00:00,2024-04-09T16:00:00-00:00,ZP26,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,5.62692,ACTUAL,6
2024-04-09,10,0,2024-04-09T16:00:00-00:00,2024-04-09T17:00:00-00:00,ZP26,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,3.22805,ACTUAL,6
2024-04-09,11,0,2024-04-09T17:00:00-00:00,2024-04-09T18:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1925.13,DAM,7
2024-04-09,24,0,2024-04-10T06:00:00-00:00,2024-04-10T07:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,7
2024-04-09,10,0,2024-04-09T16:00:00-00:00,2024-04-09T17:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1883.4,DAM,7
2024-04-09,15,0,2024-04-09T21:00:00-00:00,2024-04-09T22:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1934.82,DAM,7
2024-04-09,9,0,2024-04-09T15:00:00-00:00,2024-04-09T16:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1501.4,DAM,7
2024-04-09,20,0,2024-04-10T02:00:00-00:00,2024-04-10T03:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,48.43,DAM,7
2024-04-09,8,0,2024-04-09T14:00:00-00:00,2024-04-09T15:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,593.76,DAM,7
2024-04-09,12,0,2024-04-09T18:00:00-00:00,2024-04-09T19:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1927.74,DAM,7
2024-04-09,7,0,2024-04-09T13:00:00-00:00,2024-04-09T14:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,21.83,DAM,7
2024-04-09,19,0,2024-04-10T01:00:00-00:00,2024-04-10T02:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,644.07,DAM,7
2024-04-09,6,0,2024-04-09T12:00:00-00:00,2024-04-09T13:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,7
2024-04-09,14,0,2024-04-09T20:00:00-00:00,2024-04-09T21:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1918.74,DAM,7
2024-04-09,5,0,2024-04-09T11:00:00-00:00,2024-04-09T12:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,7
